shape,noise,area,perimeter,aspect_ratio,circularity,compactness,eccentricity,orientation
circle,clean,14505,540,1.0,0.6250864395105618,1.5997787454531776,0.0,0,136.0,0.264823602504783
circle,salt_pepper,18110,12660,1.0,0.0014199102784581347,704.2698508288067,0.23565111010559783,-1.1248124204690095,358.50383540486706,25.538083028523495
circle,gaussian,16288,7290,1.0,0.0038514349582866618,259.643486344855,0.2767259516639807,-1.140111773590251,355.7091508522096,15.11345668517016
circle,blur,14501,536,1.0,0.6342759393754955,1.576600873406288,0.0,0,136.0,0.2556276810449378
circle,erode,13965,528,1.0,0.629481482543926,1.5886090818091998,0.0,0,133.5065541462291,0.2604003656811591
circle,dilate,15057,552,1.0,0.6209693418544098,1.610385461243039,0.0,0,138.70832707519762,0.2690096379630216
circle,rotate_15,14507,572,1.0,0.5571798697445733,1.7947525642992586,0.04356072770717809,-0.5033766330791233,136.95254652615992,0.33968375533155526
circle,rotate_30,14499,576,1.0,0.5491651220630596,1.8209459410737523,0.030598546554433448,0.08909549777972577,136.69308687713507,0.34942429986781853
circle,rotate_45,14509,584,1.0,0.5345910092293853,1.870588885214331,0.028817967014993777,0.778452559248162,136.97079980784227,0.36769473392798124
circle,scale_08,9284,431,0.990909090909091,0.6280445560893329,1.5922437195009462,0.04373218429029336,1.3218202528419505,109.27488274987991,0.26184140029599057
circle,scale_12,20882,649,0.9939393939393939,0.6230064771191147,1.6051197487129922,0.0347100945731915,1.3977079562747803,164.13713778423212,0.2669332060976981
circle,translate_small,14505,540,1.0,0.6250864395105618,1.5997787454531776,0.0,0,136.0,0.264823602504783
circle,translate_big,14505,540,1.0,0.6250864395105618,1.5997787454531776,0.0,0,136.0,0.264823602504783
rectangle,clean,3680,248,1.7391304347826086,0.7518900211505228,1.3299817418374906,0.8182173343241189,0.0,90.91754506144565,0.15324834352254357
rectangle,salt_pepper,9404,8163,1.0,0.001773466100717687,563.8675583341118,0.4877153422549145,-0.8832408220679019,358.50383540486706,22.74589561027572
rectangle,gaussian,6478,4282,1.0,0.004439739428216981,225.23844387002788,0.5929108120245237,-0.9023166735216529,355.7091508522096,14.007946024357492
rectangle,blur,3676,248,1.7391304347826086,0.7510727493884026,1.3314289472148981,0.81820553259624,0.0,89.94442728707543,0.1538756203399474
rectangle,erode,3432,240,1.7727272727272727,0.7487462491055674,1.3355659560159048,0.8257725946669033,0.0,88.19297024139736,0.15566688799839934
rectangle,dilate,3936,256,1.7083333333333333,0.7547185476397354,1.3249972498056979,0.8108295709873716,0.0,93.64827814754524,0.15108524871344686
rectangle,rotate_15,3680,303,1.3692307692307693,0.5037005507177048,1.9853065448809535,0.818154983337232,0.26170889260967306,91.21951545584969,0.40900906486826893
rectangle,rotate_30,3681,338,1.15,0.40489487615503755,2.469776870224191,0.818139008962014,0.5241003874309134,91.4166286842826,0.5715523759086716
rectangle,rotate_45,3673,348,1.0,0.3811292712589282,2.623781680942131,0.8180299091908725,0,91.21403400793103,0.6198091495426648
rectangle,scale_08,2368,198,1.7297297297297298,0.759033915284219,1.3174641868612045,0.8160478331164577,0.0,72.56031973468694,0.14780842777059466
rectangle,scale_12,5280,298,1.7454545454545454,0.7471559484236794,1.3384086710542307,0.8196580947536423,0.0,109.27488274987991,0.15689613667529834
rectangle,translate_small,3680,248,1.7391304347826086,0.7518900211505228,1.3299817418374906,0.8182173343241189,0.0,90.91754506144565,0.15324834352254357
rectangle,translate_big,3680,248,1.7391304347826086,0.7518900211505228,1.3299817418374906,0.8182173343241189,0.0,90.91754506144565,0.15324834352254357
triangle,clean,5132,464,1.125,0.29954394876305773,3.3384082840912606,0.8396505999194102,0.6787470904873583,141.8238343861849,0.8271311622571766
triangle,salt_pepper,10622,8748,1.0,0.001744209358582022,573.3256704991901,0.27335731830193916,1.0793475927488414,358.50383540486706,22.944219981013998
triangle,gaussian,7837,4747,1.0,0.00437040060225115,228.81197652336718,0.3489762652684681,1.1072730689819466,355.7091508522096,14.126532204155955
triangle,blur,5127,459,1.128440366972477,0.3058072732701073,3.270033407991379,0.8391607187526307,0.6783357862432595,138.23530663329106,0.808323369309643
triangle,erode,4668,440,1.1333333333333333,0.3029949278296933,3.300385280911626,0.8396568288298487,0.6785145947262569,133.76471881628578,0.8166962544442111
triangle,dilate,5612,480,1.1228070175438596,0.30608711756850554,3.2670437355998474,0.839107319859435,0.6787469951446253,144.53373308677806,0.8074965381985793
triangle,rotate_15,5129,466,0.8455284552845529,0.2968046698274429,3.369219226171147,0.8392914588020854,0.9394641811813361,141.48498153514387,0.8355433054469588
triangle,rotate_30,5127,453,0.68,0.3139617762370046,3.1851011036614736,0.8393247202853996,1.201327464979201,142.35870187663275,0.7846851553317391
triangle,rotate_45,5137,464,0.5985401459854015,0.2998357881519539,3.3351589086930797,0.8392049800830903,1.465490322195223,142.04576727238302,0.8262417443189387
triangle,scale_08,3284,368,1.1222222222222222,0.3047315180289721,3.2815771944696768,0.8397740433126833,0.6782016917254902,113.64858116140297,0.8115124052762315
triangle,scale_12,7394,558,1.126865671641791,0.2984151806970996,3.351035954886726,0.8393507454951588,0.67836085708166,170.0,0.8305835012057565
triangle,translate_small,5132,464,1.125,0.29954394876305773,3.3384082840912606,0.8396505999194102,0.6787470904873583,141.8238343861849,0.8271311622571766
triangle,translate_big,5132,464,1.125,0.29954394876305773,3.3384082840912606,0.8396505999194102,0.6787470904873583,141.8238343861849,0.8271311622571766
ring,clean,7392,676,1.0,0.20327240726283877,4.9195068502679895,0.0,0,112.0,1.2179961339614613
ring,salt_pepper,12388,9893,1.0,0.0015905782611911816,628.7021672552606,0.27006847306421344,0.21456448925590793,358.50383540486706,24.073934020318006
ring,gaussian,9860,5454,1.0,0.004165398072729275,240.07309326495525,0.25228655854363213,0.08802172884730473,355.7091508522096,14.494292280222263
ring,blur,7392,664,1.0,0.2106859930263441,4.746400012814143,0.0,0,111.94641575325224,1.178623421524276
ring,erode,6716,672,1.0,0.1868882534501581,5.350791082579695,0.0,0,109.48972554536796,1.3131777023349707
ring,dilate,8068,672,1.0,0.22451078451993384,4.4541290171796275,0.0,0,114.76933388322858,1.110480754989163
ring,rotate_15,7394,713,0.9911504424778761,0.18277224677856382,5.471290185602093,0.03458817487667357,-0.6609303350309389,112.79184367674819,1.3390789182073557
ring,rotate_30,7400,711,0.9911504424778761,0.18395109707857413,5.436227431537704,0.061755229562839756,-0.3446264450854341,112.80514172678478,1.3315718799851965
ring,rotate_45,7403,724,1.0,0.17747634698670095,5.63455365731037,0.04605582103306604,0.9395752657389114,112.60550608207397,1.373721478461694
ring,scale_08,4750,538,1.0,0.20622386512833593,4.849099299820058,0.03129694885134643,0.7853981633977671,90.24965373894794,1.202067051617652
ring,scale_12,10660,808,1.0,0.20518440402452698,4.873664763918722,0.022334720900152726,-0.7853981633957087,135.55810562264435,1.207637824444653
ring,translate_small,7392,676,1.0,0.20327240726283877,4.9195068502679895,0.0,0,112.0,1.2179961339614613
ring,translate_big,7392,676,1.0,0.20327240726283877,4.9195068502679895,0.0,0,112.0,1.2179961339614613
